"t";"Electricity.Co2.Emission";"Spot.price";"hour";"dayOfWeek";"workDay"
"3144";2023-01-28;NA;1.004;0;"Saturday";"holyDay"
"3145";2023-01-28;186;0.992;1;"Saturday";"holyDay"
"3146";2023-01-28;172.916666666667;0.963;2;"Saturday";"holyDay"
"3147";2023-01-28;174.25;0.931;3;"Saturday";"holyDay"
"3148";2023-01-28;196.083333333333;0.913;4;"Saturday";"holyDay"
"3149";2023-01-28;191.25;0.958;5;"Saturday";"holyDay"
"3150";2023-01-28;199.083333333333;0.879;6;"Saturday";"holyDay"
"3151";2023-01-28;183;0.87;7;"Saturday";"holyDay"
"3152";2023-01-28;179.166666666667;0.871;8;"Saturday";"holyDay"
"3153";2023-01-28;172.25;0.885;9;"Saturday";"holyDay"
"3154";2023-01-28;163.833333333333;0.871;10;"Saturday";"holyDay"
"3155";2023-01-28;157;0.838;11;"Saturday";"holyDay"
"3156";2023-01-28;154.833333333333;0.829;12;"Saturday";"holyDay"
"3157";2023-01-28;159.333333333333;0.823;13;"Saturday";"holyDay"
"3158";2023-01-28;173.5;0.816;14;"Saturday";"holyDay"
"3159";2023-01-28;177.416666666667;0.838;15;"Saturday";"holyDay"
"3160";2023-01-28;172.666666666667;0.849;16;"Saturday";"holyDay"
"3161";2023-01-28;173.25;0.838;17;"Saturday";"holyDay"
"3162";2023-01-28;171.666666666667;0.83;18;"Saturday";"holyDay"
"3163";2023-01-28;160.5;0.812;19;"Saturday";"holyDay"
"3164";2023-01-28;152.25;0.797;20;"Saturday";"holyDay"
"3165";2023-01-28;146.583333333333;0.797;21;"Saturday";"holyDay"
"3166";2023-01-28;137.083333333333;0.776;22;"Saturday";"holyDay"
"3167";2023-01-28;130.916666666667;0.794;23;"Saturday";"holyDay"
"3168";2023-01-29;NA;0.776;0;"Sunday";"holyDay"
"3169";2023-01-29;118.75;0.759;1;"Sunday";"holyDay"
"3170";2023-01-29;122.25;0.755;2;"Sunday";"holyDay"
"3171";2023-01-29;122.166666666667;0.753;3;"Sunday";"holyDay"
"3172";2023-01-29;121.833333333333;0.758;4;"Sunday";"holyDay"
"3173";2023-01-29;134.083333333333;0.75;5;"Sunday";"holyDay"
"3174";2023-01-29;119.25;0.758;6;"Sunday";"holyDay"
"3175";2023-01-29;114.333333333333;0.76;7;"Sunday";"holyDay"
"3176";2023-01-29;117.333333333333;0.765;8;"Sunday";"holyDay"
"3177";2023-01-29;102.666666666667;0.738;9;"Sunday";"holyDay"
"3178";2023-01-29;97.25;0.725;10;"Sunday";"holyDay"
"3179";2023-01-29;80.3333333333333;0.712;11;"Sunday";"holyDay"
"3180";2023-01-29;76.3333333333333;0.702;12;"Sunday";"holyDay"
"3181";2023-01-29;72;0.7;13;"Sunday";"holyDay"
"3182";2023-01-29;73.3333333333333;0.7;14;"Sunday";"holyDay"
"3183";2023-01-29;73.1666666666667;0.702;15;"Sunday";"holyDay"
"3184";2023-01-29;73;0.706;16;"Sunday";"holyDay"
"3185";2023-01-29;67.5833333333333;0.68;17;"Sunday";"holyDay"
"3186";2023-01-29;65.0833333333333;0.678;18;"Sunday";"holyDay"
"3187";2023-01-29;64;0.677;19;"Sunday";"holyDay"
"3188";2023-01-29;69.0833333333333;0.632;20;"Sunday";"holyDay"
"3189";2023-01-29;69.9166666666667;0.594;21;"Sunday";"holyDay"
"3190";2023-01-29;67.1666666666667;0.479;22;"Sunday";"holyDay"
"3191";2023-01-29;67.4166666666667;0.335;23;"Sunday";"holyDay"
"3192";2023-01-30;NA;0.044;0;"Monday";"workDay"
"3193";2023-01-30;51.9166666666667;0.038;1;"Monday";"workDay"
"3194";2023-01-30;52.8333333333333;0.015;2;"Monday";"workDay"
"3195";2023-01-30;49.5;0.067;3;"Monday";"workDay"
"3196";2023-01-30;49.3333333333333;0.279;4;"Monday";"workDay"
"3197";2023-01-30;75.0833333333333;0.655;5;"Monday";"workDay"
"3198";2023-01-30;80.5833333333333;0.696;6;"Monday";"workDay"
"3199";2023-01-30;77.0833333333333;0.737;7;"Monday";"workDay"
"3200";2023-01-30;76.6666666666667;0.705;8;"Monday";"workDay"
"3201";2023-01-30;68.75;0.687;9;"Monday";"workDay"
"3202";2023-01-30;64.75;0.656;10;"Monday";"workDay"
"3203";2023-01-30;59.8333333333333;0.631;11;"Monday";"workDay"
"3204";2023-01-30;58.5;0.62;12;"Monday";"workDay"
"3205";2023-01-30;57.75;0.651;13;"Monday";"workDay"
"3206";2023-01-30;57.75;0.641;14;"Monday";"workDay"
"3207";2023-01-30;61.1666666666667;0.667;15;"Monday";"workDay"
"3208";2023-01-30;60.5;0.7;16;"Monday";"workDay"
"3209";2023-01-30;61.75;0.68;17;"Monday";"workDay"
"3210";2023-01-30;62.1666666666667;0.687;18;"Monday";"workDay"
"3211";2023-01-30;67.0833333333333;0.669;19;"Monday";"workDay"
"3212";2023-01-30;63.6666666666667;0.646;20;"Monday";"workDay"
"3213";2023-01-30;61.6666666666667;0.656;21;"Monday";"workDay"
"3214";2023-01-30;58.9166666666667;0.667;22;"Monday";"workDay"
"3215";2023-01-30;64.8333333333333;0.673;23;"Monday";"workDay"
"3216";2023-01-31;NA;NA;0;"Tuesday";"workDay"
"3217";2023-01-31;63;NA;1;"Tuesday";"workDay"
"3218";2023-01-31;67.5;NA;2;"Tuesday";"workDay"
"3219";2023-01-31;73.6666666666667;NA;3;"Tuesday";"workDay"
"3220";2023-01-31;84.0833333333333;NA;4;"Tuesday";"workDay"
"3221";2023-01-31;85.5;NA;5;"Tuesday";"workDay"
"3222";2023-01-31;95;NA;6;"Tuesday";"workDay"
"3223";2023-01-31;87.75;NA;7;"Tuesday";"workDay"
"3224";2023-01-31;80.1666666666667;NA;8;"Tuesday";"workDay"
"3225";2023-01-31;87.1666666666667;NA;9;"Tuesday";"workDay"
"3226";2023-01-31;75.5833333333333;NA;10;"Tuesday";"workDay"
"3227";2023-01-31;74.5;NA;11;"Tuesday";"workDay"
"3228";2023-01-31;66.5;NA;12;"Tuesday";"workDay"
"3229";2023-01-31;64.6666666666667;NA;13;"Tuesday";"workDay"
"3230";2023-01-31;64;NA;14;"Tuesday";"workDay"
"3231";2023-01-31;63.8333333333333;NA;15;"Tuesday";"workDay"
"3232";2023-01-31;63.3333333333333;NA;16;"Tuesday";"workDay"
"3233";2023-01-31;62.9166666666667;NA;17;"Tuesday";"workDay"
"3234";2023-01-31;58.8333333333333;NA;18;"Tuesday";"workDay"
"3235";2023-01-31;57.9166666666667;NA;19;"Tuesday";"workDay"
"3236";2023-01-31;55.75;NA;20;"Tuesday";"workDay"
"3237";2023-01-31;47.6666666666667;NA;21;"Tuesday";"workDay"
"3238";2023-01-31;43.75;NA;22;"Tuesday";"workDay"
"3239";2023-01-31;44.3333333333333;NA;23;"Tuesday";"workDay"
"3240";2023-02-01;NA;0.502;0;"Wednesday";"workDay"
"3241";2023-02-01;35.6666666666667;0.489;1;"Wednesday";"workDay"
"3242";2023-02-01;37.75;0.497;2;"Wednesday";"workDay"
"3243";2023-02-01;40.5;0.428;3;"Wednesday";"workDay"
"3244";2023-02-01;49.75;0.558;4;"Wednesday";"workDay"
"3245";2023-02-01;55.1666666666667;0.714;5;"Wednesday";"workDay"
"3246";2023-02-01;56.6666666666667;0.819;6;"Wednesday";"workDay"
"3247";2023-02-01;56.75;0.87;7;"Wednesday";"workDay"
"3248";2023-02-01;55.5;0.822;8;"Wednesday";"workDay"
"3249";2023-02-01;59.1666666666667;0.781;9;"Wednesday";"workDay"
"3250";2023-02-01;58.5833333333333;0.755;10;"Wednesday";"workDay"
"3251";2023-02-01;52.8333333333333;0.739;11;"Wednesday";"workDay"
"3252";2023-02-01;51.9166666666667;0.733;12;"Wednesday";"workDay"
"3253";2023-02-01;51;0.714;13;"Wednesday";"workDay"
"3254";2023-02-01;50.6666666666667;0.733;14;"Wednesday";"workDay"
"3255";2023-02-01;48.9166666666667;0.764;15;"Wednesday";"workDay"
"3256";2023-02-01;50.5833333333333;0.812;16;"Wednesday";"workDay"
"3257";2023-02-01;51.9166666666667;0.81;17;"Wednesday";"workDay"
"3258";2023-02-01;50.3333333333333;0.75;18;"Wednesday";"workDay"
"3259";2023-02-01;49.5;0.726;19;"Wednesday";"workDay"
"3260";2023-02-01;49.25;0.705;20;"Wednesday";"workDay"
"3261";2023-02-01;58.0833333333333;0.643;21;"Wednesday";"workDay"
"3262";2023-02-01;60.9166666666667;0.585;22;"Wednesday";"workDay"
"3263";2023-02-01;50.1666666666667;0.553;23;"Wednesday";"workDay"
"3264";2023-02-02;NA;0.504;0;"Thursday";"workDay"
"3265";2023-02-02;53.3333333333333;0.531;1;"Thursday";"workDay"
"3266";2023-02-02;53.8333333333333;0.571;2;"Thursday";"workDay"
"3267";2023-02-02;60.25;0.659;3;"Thursday";"workDay"
"3268";2023-02-02;80.9166666666667;0.693;4;"Thursday";"workDay"
"3269";2023-02-02;101.833333333333;0.864;5;"Thursday";"workDay"
"3270";2023-02-02;98.4166666666667;1.036;6;"Thursday";"workDay"
"3271";2023-02-02;130.916666666667;1.264;7;"Thursday";"workDay"
"3272";2023-02-02;138.416666666667;1.326;8;"Thursday";"workDay"
"3273";2023-02-02;132.75;1.265;9;"Thursday";"workDay"
"3274";2023-02-02;164.5;1.244;10;"Thursday";"workDay"
"3275";2023-02-02;168.75;1.167;11;"Thursday";"workDay"
"3276";2023-02-02;173.416666666667;1.136;12;"Thursday";"workDay"
"3277";2023-02-02;180.833333333333;1.201;13;"Thursday";"workDay"
"3278";2023-02-02;194.416666666667;1.215;14;"Thursday";"workDay"
"3279";2023-02-02;200.666666666667;1.244;15;"Thursday";"workDay"
"3280";2023-02-02;172.166666666667;1.325;16;"Thursday";"workDay"
"3281";2023-02-02;185.916666666667;1.362;17;"Thursday";"workDay"
"3282";2023-02-02;179.833333333333;1.281;18;"Thursday";"workDay"
"3283";2023-02-02;160.75;1.057;19;"Thursday";"workDay"
"3284";2023-02-02;133.833333333333;1.068;20;"Thursday";"workDay"
"3285";2023-02-02;109.416666666667;0.968;21;"Thursday";"workDay"
"3286";2023-02-02;84.5833333333333;0.773;22;"Thursday";"workDay"
"3287";2023-02-02;77.5;0.806;23;"Thursday";"workDay"
"3288";2023-02-03;NA;0.746;0;"Friday";"workDay"
"3289";2023-02-03;66.25;0.698;1;"Friday";"workDay"
"3290";2023-02-03;57.0833333333333;0.653;2;"Friday";"workDay"
"3291";2023-02-03;62.5;0.625;3;"Friday";"workDay"
"3292";2023-02-03;59.25;0.662;4;"Friday";"workDay"
"3293";2023-02-03;60.5;0.746;5;"Friday";"workDay"
"3294";2023-02-03;69.4166666666667;0.801;6;"Friday";"workDay"
"3295";2023-02-03;68.8333333333333;0.807;7;"Friday";"workDay"
"3296";2023-02-03;67;0.776;8;"Friday";"workDay"
"3297";2023-02-03;72.9166666666667;0.723;9;"Friday";"workDay"
"3298";2023-02-03;69.3333333333333;0.743;10;"Friday";"workDay"
"3299";2023-02-03;62.25;0.737;11;"Friday";"workDay"
"3300";2023-02-03;59.5833333333333;0.723;12;"Friday";"workDay"
"3301";2023-02-03;64.75;0.725;13;"Friday";"workDay"
"3302";2023-02-03;72.3333333333333;0.759;14;"Friday";"workDay"
"3303";2023-02-03;79.8333333333333;0.801;15;"Friday";"workDay"
"3304";2023-02-03;84.8333333333333;0.836;16;"Friday";"workDay"
"3305";2023-02-03;81.8333333333333;0.844;17;"Friday";"workDay"
"3306";2023-02-03;75.8333333333333;0.804;18;"Friday";"workDay"
"3307";2023-02-03;100.833333333333;0.771;19;"Friday";"workDay"
"3308";2023-02-03;112.25;0.766;20;"Friday";"workDay"
"3309";2023-02-03;136.333333333333;0.842;21;"Friday";"workDay"
"3310";2023-02-03;131.833333333333;0.802;22;"Friday";"workDay"
"3311";2023-02-03;142.5;0.74;23;"Friday";"workDay"
"3312";2023-02-04;NA;0.791;0;"Saturday";"holyDay"
"3313";2023-02-04;137.333333333333;0.842;1;"Saturday";"holyDay"
"3314";2023-02-04;133;0.906;2;"Saturday";"holyDay"
"3315";2023-02-04;133.833333333333;0.933;3;"Saturday";"holyDay"
"3316";2023-02-04;140.25;0.949;4;"Saturday";"holyDay"
"3317";2023-02-04;148.25;1.022;5;"Saturday";"holyDay"
"3318";2023-02-04;164.333333333333;1.164;6;"Saturday";"holyDay"
"3319";2023-02-04;165.416666666667;1.222;7;"Saturday";"holyDay"
"3320";2023-02-04;158;1.264;8;"Saturday";"holyDay"
"3321";2023-02-04;151.666666666667;1.222;9;"Saturday";"holyDay"
"3322";2023-02-04;152.25;1.164;10;"Saturday";"holyDay"
"3323";2023-02-04;133.083333333333;1.108;11;"Saturday";"holyDay"
"3324";2023-02-04;139.916666666667;0.993;12;"Saturday";"holyDay"
"3325";2023-02-04;148.916666666667;0.998;13;"Saturday";"holyDay"
"3326";2023-02-04;175.666666666667;1.054;14;"Saturday";"holyDay"
"3327";2023-02-04;165.416666666667;1.157;15;"Saturday";"holyDay"
"3328";2023-02-04;164.083333333333;1.268;16;"Saturday";"holyDay"
"3329";2023-02-04;149.166666666667;1.371;17;"Saturday";"holyDay"
"3330";2023-02-04;145.166666666667;1.34;18;"Saturday";"holyDay"
"3331";2023-02-04;156.916666666667;1.25;19;"Saturday";"holyDay"
"3332";2023-02-04;144.75;1.177;20;"Saturday";"holyDay"
"3333";2023-02-04;135.083333333333;0.98;21;"Saturday";"holyDay"
"3334";2023-02-04;107.583333333333;0.804;22;"Saturday";"holyDay"
"3335";2023-02-04;94.25;0.828;23;"Saturday";"holyDay"
"3336";2023-02-05;NA;0.777;0;"Sunday";"holyDay"
"3337";2023-02-05;64;0.772;1;"Sunday";"holyDay"
"3338";2023-02-05;56.3333333333333;0.758;2;"Sunday";"holyDay"
"3339";2023-02-05;58.4166666666667;0.752;3;"Sunday";"holyDay"
"3340";2023-02-05;62.75;0.764;4;"Sunday";"holyDay"
"3341";2023-02-05;86.5;0.765;5;"Sunday";"holyDay"
"3342";2023-02-05;106.583333333333;0.785;6;"Sunday";"holyDay"
"3343";2023-02-05;100.5;0.796;7;"Sunday";"holyDay"
"3344";2023-02-05;122.083333333333;0.806;8;"Sunday";"holyDay"
"3345";2023-02-05;116.166666666667;0.808;9;"Sunday";"holyDay"
"3346";2023-02-05;89.75;0.797;10;"Sunday";"holyDay"
"3347";2023-02-05;78.25;0.756;11;"Sunday";"holyDay"
"3348";2023-02-05;74.25;0.749;12;"Sunday";"holyDay"
"3349";2023-02-05;95.5833333333333;0.792;13;"Sunday";"holyDay"
"3350";2023-02-05;105.083333333333;0.839;14;"Sunday";"holyDay"
"3351";2023-02-05;132.416666666667;0.893;15;"Sunday";"holyDay"
"3352";2023-02-05;141.166666666667;1.02;16;"Sunday";"holyDay"
"3353";2023-02-05;149.25;0.995;17;"Sunday";"holyDay"
"3354";2023-02-05;161.25;0.976;18;"Sunday";"holyDay"
"3355";2023-02-05;137.916666666667;0.924;19;"Sunday";"holyDay"
"3356";2023-02-05;158.416666666667;0.907;20;"Sunday";"holyDay"
"3357";2023-02-05;172;0.932;21;"Sunday";"holyDay"
"3358";2023-02-05;190.333333333333;0.941;22;"Sunday";"holyDay"
"3359";2023-02-05;151.166666666667;1.079;23;"Sunday";"holyDay"
"3360";2023-02-06;NA;1.07;0;"Monday";"workDay"
"3361";2023-02-06;150.583333333333;1.082;1;"Monday";"workDay"
"3362";2023-02-06;150.583333333333;1.057;2;"Monday";"workDay"
"3363";2023-02-06;159.5;1.043;3;"Monday";"workDay"
"3364";2023-02-06;162;1.108;4;"Monday";"workDay"
"3365";2023-02-06;201;1.307;5;"Monday";"workDay"
"3366";2023-02-06;194.666666666667;1.493;6;"Monday";"workDay"
"3367";2023-02-06;208;1.588;7;"Monday";"workDay"
"3368";2023-02-06;198.583333333333;1.493;8;"Monday";"workDay"
"3369";2023-02-06;213;1.377;9;"Monday";"workDay"
"3370";2023-02-06;207.666666666667;1.338;10;"Monday";"workDay"
"3371";2023-02-06;199.833333333333;1.256;11;"Monday";"workDay"
"3372";2023-02-06;191.166666666667;1.199;12;"Monday";"workDay"
"3373";2023-02-06;195.583333333333;1.22;13;"Monday";"workDay"
"3374";2023-02-06;199.5;1.27;14;"Monday";"workDay"
"3375";2023-02-06;205.166666666667;1.353;15;"Monday";"workDay"
"3376";2023-02-06;186.333333333333;1.481;16;"Monday";"workDay"
"3377";2023-02-06;176;1.589;17;"Monday";"workDay"
"3378";2023-02-06;196.5;1.529;18;"Monday";"workDay"
"3379";2023-02-06;178.083333333333;1.386;19;"Monday";"workDay"
"3380";2023-02-06;183.916666666667;1.239;20;"Monday";"workDay"
"3381";2023-02-06;178.25;1.135;21;"Monday";"workDay"
"3382";2023-02-06;177.833333333333;1.146;22;"Monday";"workDay"
"3383";2023-02-06;169.916666666667;1.085;23;"Monday";"workDay"
"3384";2023-02-07;NA;1.058;0;"Tuesday";"workDay"
"3385";2023-02-07;162;1.044;1;"Tuesday";"workDay"
"3386";2023-02-07;166.75;1.037;2;"Tuesday";"workDay"
"3387";2023-02-07;184.75;1.054;3;"Tuesday";"workDay"
"3388";2023-02-07;175.916666666667;1.068;4;"Tuesday";"workDay"
"3389";2023-02-07;179.5;1.27;5;"Tuesday";"workDay"
"3390";2023-02-07;165.833333333333;1.474;6;"Tuesday";"workDay"
"3391";2023-02-07;157.333333333333;1.594;7;"Tuesday";"workDay"
"3392";2023-02-07;151.083333333333;1.428;8;"Tuesday";"workDay"
"3393";2023-02-07;152.916666666667;1.253;9;"Tuesday";"workDay"
"3394";2023-02-07;151;0.936;10;"Tuesday";"workDay"
"3395";2023-02-07;138.75;0.92;11;"Tuesday";"workDay"
"3396";2023-02-07;141.416666666667;0.935;12;"Tuesday";"workDay"
"3397";2023-02-07;148.666666666667;1.042;13;"Tuesday";"workDay"
"3398";2023-02-07;155.416666666667;1.279;14;"Tuesday";"workDay"
"3399";2023-02-07;168.416666666667;1.414;15;"Tuesday";"workDay"
"3400";2023-02-07;172.916666666667;1.655;16;"Tuesday";"workDay"
"3401";2023-02-07;176.583333333333;1.828;17;"Tuesday";"workDay"
"3402";2023-02-07;189.75;1.705;18;"Tuesday";"workDay"
"3403";2023-02-07;189.416666666667;1.482;19;"Tuesday";"workDay"
"3404";2023-02-07;170.5;1.401;20;"Tuesday";"workDay"
"3405";2023-02-07;175.083333333333;1.29;21;"Tuesday";"workDay"
"3406";2023-02-07;179.166666666667;1.214;22;"Tuesday";"workDay"
"3407";2023-02-07;180.083333333333;1.191;23;"Tuesday";"workDay"
"3408";2023-02-08;NA;1.155;0;"Wednesday";"workDay"
"3409";2023-02-08;175.416666666667;1.116;1;"Wednesday";"workDay"
"3410";2023-02-08;178.166666666667;1.101;2;"Wednesday";"workDay"
"3411";2023-02-08;182.416666666667;1.086;3;"Wednesday";"workDay"
"3412";2023-02-08;185.416666666667;1.11;4;"Wednesday";"workDay"
"3413";2023-02-08;203.666666666667;1.307;5;"Wednesday";"workDay"
"3414";2023-02-08;194.083333333333;1.463;6;"Wednesday";"workDay"
"3415";2023-02-08;153.5;1.609;7;"Wednesday";"workDay"
"3416";2023-02-08;146.166666666667;1.31;8;"Wednesday";"workDay"
"3417";2023-02-08;145.666666666667;0.953;9;"Wednesday";"workDay"
"3418";2023-02-08;131.166666666667;0.883;10;"Wednesday";"workDay"
"3419";2023-02-08;117.083333333333;0.86;11;"Wednesday";"workDay"
"3420";2023-02-08;112.916666666667;0.855;12;"Wednesday";"workDay"
"3421";2023-02-08;106;0.85;13;"Wednesday";"workDay"
"3422";2023-02-08;108.5;0.933;14;"Wednesday";"workDay"
"3423";2023-02-08;120.666666666667;0.953;15;"Wednesday";"workDay"
"3424";2023-02-08;115.5;0.951;16;"Wednesday";"workDay"
"3425";2023-02-08;100.666666666667;0.765;17;"Wednesday";"workDay"
"3426";2023-02-08;88.25;0.716;18;"Wednesday";"workDay"
"3427";2023-02-08;80;0.696;19;"Wednesday";"workDay"
"3428";2023-02-08;82.6666666666667;0.665;20;"Wednesday";"workDay"
"3429";2023-02-08;78.25;0.664;21;"Wednesday";"workDay"
"3430";2023-02-08;74.1666666666667;0.637;22;"Wednesday";"workDay"
"3431";2023-02-08;63.5833333333333;0.615;23;"Wednesday";"workDay"
"3432";2023-02-09;NA;0.589;0;"Thursday";"workDay"
"3433";2023-02-09;58.75;0.578;1;"Thursday";"workDay"
"3434";2023-02-09;59;0.578;2;"Thursday";"workDay"
"3435";2023-02-09;58.5833333333333;0.583;3;"Thursday";"workDay"
"3436";2023-02-09;60.25;0.618;4;"Thursday";"workDay"
"3437";2023-02-09;67.1666666666667;0.629;5;"Thursday";"workDay"
"3438";2023-02-09;72.3333333333333;0.689;6;"Thursday";"workDay"
"3439";2023-02-09;80;0.77;7;"Thursday";"workDay"
"3440";2023-02-09;81.5833333333333;0.803;8;"Thursday";"workDay"
"3441";2023-02-09;72.8333333333333;0.782;9;"Thursday";"workDay"
"3442";2023-02-09;74.0833333333333;0.717;10;"Thursday";"workDay"
"3443";2023-02-09;80.4166666666667;0.693;11;"Thursday";"workDay"
"3444";2023-02-09;77.75;0.678;12;"Thursday";"workDay"
"3445";2023-02-09;78.6666666666667;0.647;13;"Thursday";"workDay"
"3446";2023-02-09;64.6666666666667;0.646;14;"Thursday";"workDay"
"3447";2023-02-09;83;0.65;15;"Thursday";"workDay"
"3448";2023-02-09;83.9166666666667;0.647;16;"Thursday";"workDay"
"3449";2023-02-09;81.75;0.65;17;"Thursday";"workDay"
"3450";2023-02-09;63.4166666666667;0.639;18;"Thursday";"workDay"
"3451";2023-02-09;59.0833333333333;0.625;19;"Thursday";"workDay"
"3452";2023-02-09;57.8333333333333;0.621;20;"Thursday";"workDay"
"3453";2023-02-09;61.6666666666667;0.625;21;"Thursday";"workDay"
"3454";2023-02-09;70.75;0.62;22;"Thursday";"workDay"
"3455";2023-02-09;66.0833333333333;0.581;23;"Thursday";"workDay"
"3456";2023-02-10;NA;0.592;0;"Friday";"workDay"
"3457";2023-02-10;81.6666666666667;0.622;1;"Friday";"workDay"
"3458";2023-02-10;91.3333333333333;0.635;2;"Friday";"workDay"
"3459";2023-02-10;95.8333333333333;0.66;3;"Friday";"workDay"
"3460";2023-02-10;92.5833333333333;0.707;4;"Friday";"workDay"
"3461";2023-02-10;92.75;0.796;5;"Friday";"workDay"
"3462";2023-02-10;86.3333333333333;1.236;6;"Friday";"workDay"
"3463";2023-02-10;94.5833333333333;1.31;7;"Friday";"workDay"
"3464";2023-02-10;91.0833333333333;1.072;8;"Friday";"workDay"
"3465";2023-02-10;73.5833333333333;0.848;9;"Friday";"workDay"
"3466";2023-02-10;81.5;0.74;10;"Friday";"workDay"
"3467";2023-02-10;77.3333333333333;0.706;11;"Friday";"workDay"
"3468";2023-02-10;68.75;0.671;12;"Friday";"workDay"
"3469";2023-02-10;71.4166666666667;0.616;13;"Friday";"workDay"
"3470";2023-02-10;64.0833333333333;0.609;14;"Friday";"workDay"
"3471";2023-02-10;57.75;0.597;15;"Friday";"workDay"
"3472";2023-02-10;56.25;0.603;16;"Friday";"workDay"
"3473";2023-02-10;50.4166666666667;0.593;17;"Friday";"workDay"
"3474";2023-02-10;46.5833333333333;0.578;18;"Friday";"workDay"
"3475";2023-02-10;50.25;0.544;19;"Friday";"workDay"
"3476";2023-02-10;39.9166666666667;0.528;20;"Friday";"workDay"
"3477";2023-02-10;43.1666666666667;0.499;21;"Friday";"workDay"
"3478";2023-02-10;39.4166666666667;0.335;22;"Friday";"workDay"
"3479";2023-02-10;55.1666666666667;0.558;23;"Friday";"workDay"
"3480";2023-02-11;NA;0.578;0;"Saturday";"holyDay"
"3481";2023-02-11;41.75;0.577;1;"Saturday";"holyDay"
"3482";2023-02-11;49.4166666666667;0.573;2;"Saturday";"holyDay"
"3483";2023-02-11;57.0833333333333;0.577;3;"Saturday";"holyDay"
"3484";2023-02-11;52.3333333333333;0.567;4;"Saturday";"holyDay"
"3485";2023-02-11;56.9166666666667;0.581;5;"Saturday";"holyDay"
"3486";2023-02-11;51.0833333333333;0.588;6;"Saturday";"holyDay"
"3487";2023-02-11;47.4166666666667;0.595;7;"Saturday";"holyDay"
"3488";2023-02-11;46.25;0.607;8;"Saturday";"holyDay"
"3489";2023-02-11;49.75;0.613;9;"Saturday";"holyDay"
"3490";2023-02-11;51.25;0.607;10;"Saturday";"holyDay"
"3491";2023-02-11;51.1666666666667;0.6;11;"Saturday";"holyDay"
"3492";2023-02-11;53.25;0.604;12;"Saturday";"holyDay"
"3493";2023-02-11;60.6666666666667;0.61;13;"Saturday";"holyDay"
"3494";2023-02-11;79.0833333333333;0.599;14;"Saturday";"holyDay"
"3495";2023-02-11;89.25;0.66;15;"Saturday";"holyDay"
"3496";2023-02-11;95.25;0.744;16;"Saturday";"holyDay"
"3497";2023-02-11;107.333333333333;0.833;17;"Saturday";"holyDay"
"3498";2023-02-11;85.4166666666667;0.81;18;"Saturday";"holyDay"
"3499";2023-02-11;93.75;0.743;19;"Saturday";"holyDay"
"3500";2023-02-11;106.333333333333;0.731;20;"Saturday";"holyDay"
"3501";2023-02-11;129.833333333333;0.704;21;"Saturday";"holyDay"
"3502";2023-02-11;119.916666666667;0.706;22;"Saturday";"holyDay"
"3503";2023-02-11;129.583333333333;0.966;23;"Saturday";"holyDay"
"3504";2023-02-12;NA;0.934;0;"Sunday";"holyDay"
"3505";2023-02-12;141.833333333333;0.981;1;"Sunday";"holyDay"
"3506";2023-02-12;132.083333333333;0.95;2;"Sunday";"holyDay"
"3507";2023-02-12;126;0.882;3;"Sunday";"holyDay"
"3508";2023-02-12;126.333333333333;0.885;4;"Sunday";"holyDay"
"3509";2023-02-12;117.75;0.804;5;"Sunday";"holyDay"
"3510";2023-02-12;110.583333333333;0.865;6;"Sunday";"holyDay"
"3511";2023-02-12;132.75;1.057;7;"Sunday";"holyDay"
"3512";2023-02-12;131.083333333333;1.005;8;"Sunday";"holyDay"
"3513";2023-02-12;124.833333333333;1.002;9;"Sunday";"holyDay"
"3514";2023-02-12;111.416666666667;0.901;10;"Sunday";"holyDay"
"3515";2023-02-12;90.5;0.791;11;"Sunday";"holyDay"
"3516";2023-02-12;87.8333333333333;0.757;12;"Sunday";"holyDay"
"3517";2023-02-12;91.4166666666667;0.741;13;"Sunday";"holyDay"
"3518";2023-02-12;93.25;0.734;14;"Sunday";"holyDay"
"3519";2023-02-12;96.25;0.878;15;"Sunday";"holyDay"
"3520";2023-02-12;122.083333333333;1.124;16;"Sunday";"holyDay"
"3521";2023-02-12;131.333333333333;1.247;17;"Sunday";"holyDay"
"3522";2023-02-12;128.416666666667;1.003;18;"Sunday";"holyDay"
"3523";2023-02-12;133.416666666667;1.003;19;"Sunday";"holyDay"
"3524";2023-02-12;118.333333333333;0.797;20;"Sunday";"holyDay"
"3525";2023-02-12;104.333333333333;0.768;21;"Sunday";"holyDay"
"3526";2023-02-12;100.833333333333;0.735;22;"Sunday";"holyDay"
"3527";2023-02-12;98.8333333333333;0.773;23;"Sunday";"holyDay"
"3528";2023-02-13;NA;0.753;0;"Monday";"workDay"
"3529";2023-02-13;108.416666666667;0.752;1;"Monday";"workDay"
"3530";2023-02-13;100.166666666667;0.767;2;"Monday";"workDay"
"3531";2023-02-13;110.5;0.774;3;"Monday";"workDay"
"3532";2023-02-13;117.333333333333;0.818;4;"Monday";"workDay"
"3533";2023-02-13;134.5;1.171;5;"Monday";"workDay"
"3534";2023-02-13;140.25;1.46;6;"Monday";"workDay"
"3535";2023-02-13;138;1.506;7;"Monday";"workDay"
"3536";2023-02-13;140.25;1.461;8;"Monday";"workDay"
"3537";2023-02-13;140.166666666667;1.291;9;"Monday";"workDay"
"3538";2023-02-13;123.416666666667;1.05;10;"Monday";"workDay"
