"t";"Electricity.Co2.Emission";"Spot.price";"hour";"dayOfWeek";"workDay"
"1";2022-09-19;106.583333333333;0.624;1;"Monday";"workDay"
"2";2022-09-19;125.583333333333;0.731;2;"Monday";"workDay"
"3";2022-09-19;125.75;1.26;3;"Monday";"workDay"
"4";2022-09-19;137.5;2.565;4;"Monday";"workDay"
"5";2022-09-19;155.583333333333;2.975;5;"Monday";"workDay"
"6";2022-09-19;122.166666666667;3.089;6;"Monday";"workDay"
"7";2022-09-19;179.333333333333;2.64;7;"Monday";"workDay"
"8";2022-09-19;157.75;2.424;8;"Monday";"workDay"
"9";2022-09-19;147.166666666667;1.715;9;"Monday";"workDay"
"10";2022-09-19;137;1.419;10;"Monday";"workDay"
"11";2022-09-19;129;1.14;11;"Monday";"workDay"
"12";2022-09-19;121.916666666667;1.265;12;"Monday";"workDay"
"13";2022-09-19;109.666666666667;1.602;13;"Monday";"workDay"
"14";2022-09-19;103.75;1.697;14;"Monday";"workDay"
"15";2022-09-19;120.916666666667;2.603;15;"Monday";"workDay"
"16";2022-09-19;134.666666666667;3.03;16;"Monday";"workDay"
"17";2022-09-19;140.166666666667;3.287;17;"Monday";"workDay"
"18";2022-09-19;144.833333333333;3.124;18;"Monday";"workDay"
"19";2022-09-19;145.75;2.789;19;"Monday";"workDay"
"20";2022-09-19;147.333333333333;2.548;20;"Monday";"workDay"
"21";2022-09-19;154.333333333333;2.206;21;"Monday";"workDay"
"22";2022-09-19;149.833333333333;1.947;22;"Monday";"workDay"
"23";2022-09-19;160.333333333333;1.934;23;"Monday";"workDay"
"24";2022-09-20;NA;2.048;0;"Tuesday";"workDay"
"25";2022-09-20;158.25;NA;1;"Tuesday";"workDay"
"26";2022-09-20;116;1.934;2;"Tuesday";"workDay"
"27";2022-09-20;160.416666666667;2.07;3;"Tuesday";"workDay"
"28";2022-09-20;131.25;2.789;4;"Tuesday";"workDay"
"29";2022-09-20;137.083333333333;3.22;5;"Tuesday";"workDay"
"30";2022-09-20;194.083333333333;3.278;6;"Tuesday";"workDay"
"31";2022-09-20;206.25;2.987;7;"Tuesday";"workDay"
"32";2022-09-20;185.75;2.708;8;"Tuesday";"workDay"
"33";2022-09-20;188.666666666667;2.561;9;"Tuesday";"workDay"
"34";2022-09-20;199.416666666667;2.369;10;"Tuesday";"workDay"
"35";2022-09-20;177.416666666667;2.282;11;"Tuesday";"workDay"
"36";2022-09-20;201.583333333333;2.293;12;"Tuesday";"workDay"
"37";2022-09-20;195.416666666667;2.422;13;"Tuesday";"workDay"
"38";2022-09-20;206.833333333333;2.645;14;"Tuesday";"workDay"
"39";2022-09-20;191.333333333333;3.129;15;"Tuesday";"workDay"
"40";2022-09-20;171;3.488;16;"Tuesday";"workDay"
"41";2022-09-20;200.333333333333;4.318;17;"Tuesday";"workDay"
"42";2022-09-20;214.5;3.779;18;"Tuesday";"workDay"
"43";2022-09-20;178.5;3.197;19;"Tuesday";"workDay"
"44";2022-09-20;167.166666666667;2.887;20;"Tuesday";"workDay"
"45";2022-09-20;266.166666666667;2.631;21;"Tuesday";"workDay"
"46";2022-09-20;277.75;2.308;22;"Tuesday";"workDay"
"47";2022-09-20;275.666666666667;2.228;23;"Tuesday";"workDay"
"48";2022-09-21;NA;2.228;0;"Wednesday";"workDay"
"49";2022-09-21;277.416666666667;2.228;1;"Wednesday";"workDay"
"50";2022-09-21;280.333333333333;2.211;2;"Wednesday";"workDay"
"51";2022-09-21;271;2.535;3;"Wednesday";"workDay"
"52";2022-09-21;227.666666666667;3.175;4;"Wednesday";"workDay"
"53";2022-09-21;214.416666666667;NA;5;"Wednesday";"workDay"
"54";2022-09-21;216.75;3.924;6;"Wednesday";"workDay"
"55";2022-09-21;250.833333333333;3.191;7;"Wednesday";"workDay"
"56";2022-09-21;285;2.663;8;"Wednesday";"workDay"
"57";2022-09-21;256.5;2.392;9;"Wednesday";"workDay"
"58";2022-09-21;249.333333333333;2.219;10;"Wednesday";"workDay"
"59";2022-09-21;241.166666666667;2.248;11;"Wednesday";"workDay"
"60";2022-09-21;239.833333333333;2.316;12;"Wednesday";"workDay"
"61";2022-09-21;253.916666666667;2.468;13;"Wednesday";"workDay"
"62";2022-09-21;243.75;2.709;14;"Wednesday";"workDay"
"63";2022-09-21;213.25;3.025;15;"Wednesday";"workDay"
"64";2022-09-21;188.833333333333;3.495;16;"Wednesday";"workDay"
"65";2022-09-21;184.666666666667;4.272;17;"Wednesday";"workDay"
"66";2022-09-21;171.583333333333;3.648;18;"Wednesday";"workDay"
"67";2022-09-21;194.5;3.002;19;"Wednesday";"workDay"
"68";2022-09-21;200;2.752;20;"Wednesday";"workDay"
"69";2022-09-21;233.833333333333;2.598;21;"Wednesday";"workDay"
"70";2022-09-21;273.416666666667;2.774;22;"Wednesday";"workDay"
"71";2022-09-21;271;2.524;23;"Wednesday";"workDay"
"72";2022-09-22;NA;2.454;0;"Thursday";"workDay"
"73";2022-09-22;223.666666666667;2.312;1;"Thursday";"workDay"
"74";2022-09-22;207.75;NA;2;"Thursday";"workDay"
"75";2022-09-22;171.416666666667;2.677;3;"Thursday";"workDay"
"76";2022-09-22;198.416666666667;3.235;4;"Thursday";"workDay"
"77";2022-09-22;189;3.986;5;"Thursday";"workDay"
"78";2022-09-22;199.583333333333;3.709;6;"Thursday";"workDay"
"79";2022-09-22;209.833333333333;2.884;7;"Thursday";"workDay"
"80";2022-09-22;201.416666666667;2.483;8;"Thursday";"workDay"
"81";2022-09-22;167;2.238;9;"Thursday";"workDay"
"82";2022-09-22;192.166666666667;2.189;10;"Thursday";"workDay"
"83";2022-09-22;183.5;2.051;11;"Thursday";"workDay"
"84";2022-09-22;201.166666666667;2.142;12;"Thursday";"workDay"
"85";2022-09-22;155.5;2.312;13;"Thursday";"workDay"
"86";2022-09-22;143.25;2.803;14;"Thursday";"workDay"
"87";2022-09-22;140.333333333333;3.255;15;"Thursday";"workDay"
"88";2022-09-22;145.166666666667;3.671;16;"Thursday";"workDay"
"89";2022-09-22;141.833333333333;4.462;17;"Thursday";"workDay"
"90";2022-09-22;130.75;3.792;18;"Thursday";"workDay"
"91";2022-09-22;123.416666666667;3.111;19;"Thursday";"workDay"
"92";2022-09-22;151.583333333333;2.947;20;"Thursday";"workDay"
"93";2022-09-22;148;2.816;21;"Thursday";"workDay"
"94";2022-09-22;151.083333333333;2.622;22;"Thursday";"workDay"
"95";2022-09-22;155.5;2.381;23;"Thursday";"workDay"
"96";2022-09-23;NA;2.324;0;"Friday";"workDay"
"97";2022-09-23;149.25;NA;1;"Friday";"workDay"
"98";2022-09-23;151.083333333333;2.254;2;"Friday";"workDay"
"99";2022-09-23;138.416666666667;2.414;3;"Friday";"workDay"
"100";2022-09-23;133.416666666667;3.054;4;"Friday";"workDay"
"101";2022-09-23;158;3.386;5;"Friday";"workDay"
"102";2022-09-23;114.666666666667;3.157;6;"Friday";"workDay"
"103";2022-09-23;106.333333333333;2.796;7;"Friday";"workDay"
"104";2022-09-23;141.666666666667;2.609;8;"Friday";"workDay"
"105";2022-09-23;141.333333333333;2.518;9;"Friday";"workDay"
"106";2022-09-23;131;2.366;10;"Friday";"workDay"
"107";2022-09-23;127.083333333333;2.196;11;"Friday";"workDay"
"108";2022-09-23;106.666666666667;2.416;12;"Friday";"workDay"
"109";2022-09-23;111.166666666667;2.46;13;"Friday";"workDay"
"110";2022-09-23;101.916666666667;2.767;14;"Friday";"workDay"
"111";2022-09-23;114.833333333333;3.139;15;"Friday";"workDay"
"112";2022-09-23;129.666666666667;3.422;16;"Friday";"workDay"
"113";2022-09-23;140.916666666667;3.517;17;"Friday";"workDay"
"114";2022-09-23;142.333333333333;3.239;18;"Friday";"workDay"
"115";2022-09-23;142.583333333333;2.941;19;"Friday";"workDay"
"116";2022-09-23;141.916666666667;2.84;20;"Friday";"workDay"
"117";2022-09-23;156.916666666667;2.684;21;"Friday";"workDay"
"118";2022-09-23;146.166666666667;2.81;22;"Friday";"workDay"
"119";2022-09-23;158;2.559;23;"Friday";"workDay"
"120";2022-09-24;NA;NA;0;"Saturday";"holyDay"
"121";2022-09-24;151.166666666667;2.285;1;"Saturday";"holyDay"
"122";2022-09-24;165.333333333333;2.278;2;"Saturday";"holyDay"
"123";2022-09-24;151.833333333333;2.326;3;"Saturday";"holyDay"
"124";2022-09-24;195.166666666667;2.567;4;"Saturday";"holyDay"
"125";2022-09-24;144.75;2.765;5;"Saturday";"holyDay"
"126";2022-09-24;157.166666666667;2.756;6;"Saturday";"holyDay"
"127";2022-09-24;158.333333333333;2.79;7;"Saturday";"holyDay"
"128";2022-09-24;152.5;2.751;8;"Saturday";"holyDay"
"129";2022-09-24;138.166666666667;2.703;9;"Saturday";"holyDay"
"130";2022-09-24;113.416666666667;2.454;10;"Saturday";"holyDay"
"131";2022-09-24;155.833333333333;2.218;11;"Saturday";"holyDay"
"132";2022-09-24;163.5;2.223;12;"Saturday";"holyDay"
"133";2022-09-24;158.5;2.358;13;"Saturday";"holyDay"
"134";2022-09-24;168.75;2.655;14;"Saturday";"holyDay"
"135";2022-09-24;185.583333333333;2.785;15;"Saturday";"holyDay"
"136";2022-09-24;187.5;3.046;16;"Saturday";"holyDay"
"137";2022-09-24;142.5;3.181;17;"Saturday";"holyDay"
"138";2022-09-24;159.833333333333;3.032;18;"Saturday";"holyDay"
"139";2022-09-24;127.75;2.763;19;"Saturday";"holyDay"
"140";2022-09-24;150.5;2.697;20;"Saturday";"holyDay"
"141";2022-09-24;191.083333333333;2.342;21;"Saturday";"holyDay"
"142";2022-09-24;192.083333333333;1.998;22;"Saturday";"holyDay"
"143";2022-09-24;197.166666666667;1.71;23;"Saturday";"holyDay"
"144";2022-09-25;NA;NA;0;"Sunday";"holyDay"
"145";2022-09-25;257.75;1.6;1;"Sunday";"holyDay"
"146";2022-09-25;254.5;1.446;2;"Sunday";"holyDay"
"147";2022-09-25;275.083333333333;1.469;3;"Sunday";"holyDay"
"148";2022-09-25;261.333333333333;1.696;4;"Sunday";"holyDay"
"149";2022-09-25;272.166666666667;1.784;5;"Sunday";"holyDay"
"150";2022-09-25;236.083333333333;2.073;6;"Sunday";"holyDay"
"151";2022-09-25;183.416666666667;2.168;7;"Sunday";"holyDay"
"152";2022-09-25;198.75;2.022;8;"Sunday";"holyDay"
"153";2022-09-25;187;2.06;9;"Sunday";"holyDay"
"154";2022-09-25;190.916666666667;1.982;10;"Sunday";"holyDay"
"155";2022-09-25;196.166666666667;1.772;11;"Sunday";"holyDay"
"156";2022-09-25;203.5;1.572;12;"Sunday";"holyDay"
"157";2022-09-25;205.666666666667;1.625;13;"Sunday";"holyDay"
"158";2022-09-25;215.25;1.979;14;"Sunday";"holyDay"
"159";2022-09-25;180.25;2.44;15;"Sunday";"holyDay"
"160";2022-09-25;128.75;2.826;16;"Sunday";"holyDay"
"161";2022-09-25;125;3.064;17;"Sunday";"holyDay"
"162";2022-09-25;130;2.929;18;"Sunday";"holyDay"
"163";2022-09-25;136.416666666667;2.751;19;"Sunday";"holyDay"
"164";2022-09-25;142;2.589;20;"Sunday";"holyDay"
"165";2022-09-25;133.083333333333;2.189;21;"Sunday";"holyDay"
"166";2022-09-25;133.5;1.85;22;"Sunday";"holyDay"
"167";2022-09-25;103.333333333333;1.337;23;"Sunday";"holyDay"
"168";2022-09-26;NA;NA;0;"Monday";"workDay"
"169";2022-09-26;149.083333333333;0.902;1;"Monday";"workDay"
"170";2022-09-26;135.083333333333;0.73;2;"Monday";"workDay"
"171";2022-09-26;106.166666666667;1.159;3;"Monday";"workDay"
"172";2022-09-26;87.4166666666667;1.819;4;"Monday";"workDay"
"173";2022-09-26;107.333333333333;2.483;5;"Monday";"workDay"
"174";2022-09-26;150;2.454;6;"Monday";"workDay"
"175";2022-09-26;79.8333333333333;2.168;7;"Monday";"workDay"
"176";2022-09-26;76.1666666666667;1.932;8;"Monday";"workDay"
"177";2022-09-26;72.5;1.617;9;"Monday";"workDay"
"178";2022-09-26;45;1.212;10;"Monday";"workDay"
"179";2022-09-26;46;1.293;11;"Monday";"workDay"
"180";2022-09-26;42.1666666666667;1.147;12;"Monday";"workDay"
"181";2022-09-26;45.9166666666667;1.229;13;"Monday";"workDay"
"182";2022-09-26;66.1666666666667;1.468;14;"Monday";"workDay"
"183";2022-09-26;78.5833333333333;2.298;15;"Monday";"workDay"
"184";2022-09-26;96.0833333333333;2.893;16;"Monday";"workDay"
"185";2022-09-26;107.916666666667;3.116;17;"Monday";"workDay"
"186";2022-09-26;112.916666666667;2.949;18;"Monday";"workDay"
"187";2022-09-26;93.8333333333333;2.452;19;"Monday";"workDay"
"188";2022-09-26;92.25;2.254;20;"Monday";"workDay"
"189";2022-09-26;124.166666666667;1.962;21;"Monday";"workDay"
"190";2022-09-26;148.166666666667;1.42;22;"Monday";"workDay"
"191";2022-09-26;171.416666666667;1.34;23;"Monday";"workDay"
"192";2022-09-27;NA;NA;0;"Tuesday";"workDay"
"193";2022-09-27;212.25;1.125;1;"Tuesday";"workDay"
"194";2022-09-27;207.083333333333;1.244;2;"Tuesday";"workDay"
"195";2022-09-27;212.166666666667;1.561;3;"Tuesday";"workDay"
"196";2022-09-27;193.666666666667;2.435;4;"Tuesday";"workDay"
"197";2022-09-27;197;3.093;5;"Tuesday";"workDay"
"198";2022-09-27;154.666666666667;3.298;6;"Tuesday";"workDay"
"199";2022-09-27;201.833333333333;3.066;7;"Tuesday";"workDay"
"200";2022-09-27;203.75;2.728;8;"Tuesday";"workDay"
"201";2022-09-27;191.416666666667;2.613;9;"Tuesday";"workDay"
"202";2022-09-27;195.25;2.241;10;"Tuesday";"workDay"
"203";2022-09-27;209.666666666667;2.181;11;"Tuesday";"workDay"
"204";2022-09-27;222.833333333333;2.146;12;"Tuesday";"workDay"
"205";2022-09-27;222.583333333333;2.195;13;"Tuesday";"workDay"
"206";2022-09-27;160.25;2.292;14;"Tuesday";"workDay"
"207";2022-09-27;166.25;2.716;15;"Tuesday";"workDay"
"208";2022-09-27;179.916666666667;2.837;16;"Tuesday";"workDay"
"209";2022-09-27;164.166666666667;3.116;17;"Tuesday";"workDay"
"210";2022-09-27;135.416666666667;2.978;18;"Tuesday";"workDay"
"211";2022-09-27;167.166666666667;2.613;19;"Tuesday";"workDay"
"212";2022-09-27;139.416666666667;2.481;20;"Tuesday";"workDay"
"213";2022-09-27;130.666666666667;2.377;21;"Tuesday";"workDay"
"214";2022-09-27;137.583333333333;2.279;22;"Tuesday";"workDay"
"215";2022-09-27;151;2.051;23;"Tuesday";"workDay"
"216";2022-09-28;NA;NA;0;"Wednesday";"workDay"
"217";2022-09-28;131.166666666667;1.807;1;"Wednesday";"workDay"
"218";2022-09-28;150.666666666667;2.036;2;"Wednesday";"workDay"
"219";2022-09-28;164;2.284;3;"Wednesday";"workDay"
"220";2022-09-28;186.416666666667;2.849;4;"Wednesday";"workDay"
"221";2022-09-28;227.916666666667;3.515;5;"Wednesday";"workDay"
"222";2022-09-28;227;3.721;6;"Wednesday";"workDay"
"223";2022-09-28;212.75;3.197;7;"Wednesday";"workDay"
"224";2022-09-28;213.5;3.049;8;"Wednesday";"workDay"
"225";2022-09-28;200.166666666667;2.934;9;"Wednesday";"workDay"
"226";2022-09-28;189.75;2.631;10;"Wednesday";"workDay"
"227";2022-09-28;195.666666666667;2.576;11;"Wednesday";"workDay"
"228";2022-09-28;198.916666666667;2.467;12;"Wednesday";"workDay"
"229";2022-09-28;206.166666666667;2.662;13;"Wednesday";"workDay"
"230";2022-09-28;195.416666666667;2.863;14;"Wednesday";"workDay"
"231";2022-09-28;226.333333333333;3.239;15;"Wednesday";"workDay"
"232";2022-09-28;233.083333333333;3.798;16;"Wednesday";"workDay"
"233";2022-09-28;240.083333333333;4.762;17;"Wednesday";"workDay"
"234";2022-09-28;209.333333333333;3.792;18;"Wednesday";"workDay"
"235";2022-09-28;173.5;3.123;19;"Wednesday";"workDay"
"236";2022-09-28;124.333333333333;2.771;20;"Wednesday";"workDay"
"237";2022-09-28;124.166666666667;2.69;21;"Wednesday";"workDay"
"238";2022-09-28;140.083333333333;2.614;22;"Wednesday";"workDay"
"239";2022-09-28;124.083333333333;2.502;23;"Wednesday";"workDay"
"240";2022-09-29;NA;2.425;0;"Thursday";"workDay"
"241";2022-09-29;149.916666666667;NA;1;"Thursday";"workDay"
"242";2022-09-29;144.25;2.38;2;"Thursday";"workDay"
"243";2022-09-29;111.083333333333;2.57;3;"Thursday";"workDay"
"244";2022-09-29;106.25;3.273;4;"Thursday";"workDay"
"245";2022-09-29;115.75;4.238;5;"Thursday";"workDay"
"246";2022-09-29;114.5;4.339;6;"Thursday";"workDay"
"247";2022-09-29;101.333333333333;3.027;7;"Thursday";"workDay"
"248";2022-09-29;88;2.765;8;"Thursday";"workDay"
"249";2022-09-29;89.5;2.618;9;"Thursday";"workDay"
"250";2022-09-29;80.0833333333333;2.458;10;"Thursday";"workDay"
"251";2022-09-29;99.3333333333333;2.56;11;"Thursday";"workDay"
"252";2022-09-29;82.0833333333333;2.493;12;"Thursday";"workDay"
"253";2022-09-29;83.6666666666667;2.603;13;"Thursday";"workDay"
"254";2022-09-29;91.4166666666667;2.725;14;"Thursday";"workDay"
"255";2022-09-29;104.333333333333;3.309;15;"Thursday";"workDay"
"256";2022-09-29;115.916666666667;3.891;16;"Thursday";"workDay"
"257";2022-09-29;112.916666666667;4.499;17;"Thursday";"workDay"
"258";2022-09-29;109.75;3.867;18;"Thursday";"workDay"
"259";2022-09-29;109.583333333333;3.16;19;"Thursday";"workDay"
"260";2022-09-29;112.833333333333;2.953;20;"Thursday";"workDay"
"261";2022-09-29;114.583333333333;2.785;21;"Thursday";"workDay"
"262";2022-09-29;123.833333333333;2.598;22;"Thursday";"workDay"
"263";2022-09-29;129.666666666667;2.499;23;"Thursday";"workDay"
"264";2022-09-30;NA;2.417;0;"Friday";"workDay"
"265";2022-09-30;139.5;2.398;1;"Friday";"workDay"
"266";2022-09-30;154.083333333333;2.415;2;"Friday";"workDay"
"267";2022-09-30;145.583333333333;2.591;3;"Friday";"workDay"
"268";2022-09-30;145.75;3.197;4;"Friday";"workDay"
"269";2022-09-30;159.083333333333;3.897;5;"Friday";"workDay"
"270";2022-09-30;141.083333333333;NA;6;"Friday";"workDay"
"271";2022-09-30;190.5;3.208;7;"Friday";"workDay"
"272";2022-09-30;180.5;2.799;8;"Friday";"workDay"
"273";2022-09-30;172.416666666667;2.485;9;"Friday";"workDay"
"274";2022-09-30;200.333333333333;2.075;10;"Friday";"workDay"
"275";2022-09-30;216.916666666667;1.875;11;"Friday";"workDay"
"276";2022-09-30;201.333333333333;1.487;12;"Friday";"workDay"
"277";2022-09-30;147.666666666667;1.453;13;"Friday";"workDay"
"278";2022-09-30;138.416666666667;1.623;14;"Friday";"workDay"
"279";2022-09-30;118.416666666667;2.28;15;"Friday";"workDay"
"280";2022-09-30;114.333333333333;2.721;16;"Friday";"workDay"
"281";2022-09-30;134.583333333333;2.522;17;"Friday";"workDay"
"282";2022-09-30;135.333333333333;2.177;18;"Friday";"workDay"
"283";2022-09-30;100.916666666667;1.431;19;"Friday";"workDay"
"284";2022-09-30;59.9166666666667;1.22;20;"Friday";"workDay"
"285";2022-09-30;52.9166666666667;0.684;21;"Friday";"workDay"
"286";2022-09-30;48.3333333333333;0.479;22;"Friday";"workDay"
"287";2022-09-30;46.5;0.473;23;"Friday";"workDay"
"288";2022-10-01;NA;0.372;0;"Saturday";"holyDay"
"289";2022-10-01;33.5833333333333;0.16;1;"Saturday";"holyDay"
"290";2022-10-01;37.3333333333333;NA;2;"Saturday";"holyDay"
"291";2022-10-01;37.5833333333333;0.112;3;"Saturday";"holyDay"
"292";2022-10-01;39.5;0.112;4;"Saturday";"holyDay"
"293";2022-10-01;37.9166666666667;0.177;5;"Saturday";"holyDay"
"294";2022-10-01;37.1666666666667;0.335;6;"Saturday";"holyDay"
"295";2022-10-01;44.6666666666667;0.543;7;"Saturday";"holyDay"
"296";2022-10-01;52.1666666666667;0.817;8;"Saturday";"holyDay"
"297";2022-10-01;86.0833333333333;0.794;9;"Saturday";"holyDay"
"298";2022-10-01;115.666666666667;0.669;10;"Saturday";"holyDay"
"299";2022-10-01;153;0.551;11;"Saturday";"holyDay"
"300";2022-10-01;155.333333333333;0.492;12;"Saturday";"holyDay"
"301";2022-10-01;122;0.497;13;"Saturday";"holyDay"
"302";2022-10-01;141.833333333333;0.519;14;"Saturday";"holyDay"
"303";2022-10-01;142.5;1.025;15;"Saturday";"holyDay"
"304";2022-10-01;147.833333333333;1.262;16;"Saturday";"holyDay"
"305";2022-10-01;140.166666666667;1.456;17;"Saturday";"holyDay"
"306";2022-10-01;110.916666666667;1.34;18;"Saturday";"holyDay"
"307";2022-10-01;63.5833333333333;1.077;19;"Saturday";"holyDay"
"308";2022-10-01;54.1666666666667;0.82;20;"Saturday";"holyDay"
"309";2022-10-01;54.4166666666667;0.576;21;"Saturday";"holyDay"
"310";2022-10-01;52.75;0.48;22;"Saturday";"holyDay"
"311";2022-10-01;57.4166666666667;0.476;23;"Saturday";"holyDay"
"312";2022-10-02;NA;NA;0;"Sunday";"holyDay"
"313";2022-10-02;59.0833333333333;0.461;1;"Sunday";"holyDay"
"314";2022-10-02;64.0833333333333;0.44;2;"Sunday";"holyDay"
"315";2022-10-02;68.9166666666667;0.443;3;"Sunday";"holyDay"
"316";2022-10-02;59.3333333333333;0.442;4;"Sunday";"holyDay"
"317";2022-10-02;56.0833333333333;0.446;5;"Sunday";"holyDay"
"318";2022-10-02;53.9166666666667;0.632;6;"Sunday";"holyDay"
"319";2022-10-02;49.6666666666667;0.684;7;"Sunday";"holyDay"
"320";2022-10-02;43.4166666666667;0.551;8;"Sunday";"holyDay"
"321";2022-10-02;36.75;0.462;9;"Sunday";"holyDay"
"322";2022-10-02;33.3333333333333;0.427;10;"Sunday";"holyDay"
"323";2022-10-02;31.0833333333333;0.419;11;"Sunday";"holyDay"
"324";2022-10-02;31.25;0.48;12;"Sunday";"holyDay"
"325";2022-10-02;30.8333333333333;0.498;13;"Sunday";"holyDay"
"326";2022-10-02;34.9166666666667;0.679;14;"Sunday";"holyDay"
"327";2022-10-02;48.4166666666667;1.428;15;"Sunday";"holyDay"
"328";2022-10-02;63.8333333333333;2.082;16;"Sunday";"holyDay"
"329";2022-10-02;68.3333333333333;2.318;17;"Sunday";"holyDay"
"330";2022-10-02;75;2.156;18;"Sunday";"holyDay"
"331";2022-10-02;62.1666666666667;1.714;19;"Sunday";"holyDay"
"332";2022-10-02;48.8333333333333;1.21;20;"Sunday";"holyDay"
"333";2022-10-02;44.1666666666667;1.122;21;"Sunday";"holyDay"
"334";2022-10-02;43.1666666666667;0.601;22;"Sunday";"holyDay"
"335";2022-10-02;44.4166666666667;0.699;23;"Sunday";"holyDay"
"336";2022-10-03;NA;NA;0;"Monday";"workDay"
"337";2022-10-03;46.25;NA;1;"Monday";"workDay"
"338";2022-10-03;47.25;NA;2;"Monday";"workDay"
"339";2022-10-03;65.4166666666667;NA;3;"Monday";"workDay"
"340";2022-10-03;77.8333333333333;NA;4;"Monday";"workDay"
"341";2022-10-03;99.5833333333333;NA;5;"Monday";"workDay"
"342";2022-10-03;98.75;NA;6;"Monday";"workDay"
"343";2022-10-03;91.0833333333333;NA;7;"Monday";"workDay"
"344";2022-10-03;68.5833333333333;1.441;8;"Monday";"workDay"
"345";2022-10-03;40.1666666666667;NA;9;"Monday";"workDay"
"346";2022-10-03;42.75;NA;10;"Monday";"workDay"
"347";2022-10-03;45.4166666666667;NA;11;"Monday";"workDay"
"348";2022-10-03;52.5;NA;12;"Monday";"workDay"
"349";2022-10-03;58.1666666666667;NA;13;"Monday";"workDay"
"350";2022-10-03;79.1666666666667;NA;14;"Monday";"workDay"
"351";2022-10-03;97.3333333333333;NA;15;"Monday";"workDay"
"352";2022-10-03;117.333333333333;NA;16;"Monday";"workDay"
"353";2022-10-03;134.25;NA;17;"Monday";"workDay"
"354";2022-10-03;132.833333333333;NA;18;"Monday";"workDay"
"355";2022-10-03;134.75;NA;19;"Monday";"workDay"
"356";2022-10-03;140.25;NA;20;"Monday";"workDay"
"357";2022-10-03;137.75;NA;21;"Monday";"workDay"
"358";2022-10-03;125;NA;22;"Monday";"workDay"
"359";2022-10-03;105.833333333333;NA;23;"Monday";"workDay"
"360";2022-10-04;NA;NA;0;"Tuesday";"workDay"
"361";2022-10-04;114.25;NA;1;"Tuesday";"workDay"
"362";2022-10-04;127.583333333333;NA;2;"Tuesday";"workDay"
"363";2022-10-04;134.166666666667;NA;3;"Tuesday";"workDay"
"364";2022-10-04;126.666666666667;NA;4;"Tuesday";"workDay"
"365";2022-10-04;120.916666666667;NA;5;"Tuesday";"workDay"
"366";2022-10-04;115.416666666667;NA;6;"Tuesday";"workDay"
"367";2022-10-04;163;NA;7;"Tuesday";"workDay"
"368";2022-10-04;156.166666666667;NA;8;"Tuesday";"workDay"
"369";2022-10-04;122.666666666667;NA;9;"Tuesday";"workDay"
"370";2022-10-04;96.9166666666667;NA;10;"Tuesday";"workDay"
"371";2022-10-04;38.9166666666667;NA;11;"Tuesday";"workDay"
"372";2022-10-04;37.6666666666667;1.042;12;"Tuesday";"workDay"
"373";2022-10-04;61.1666666666667;NA;13;"Tuesday";"workDay"
"374";2022-10-04;68.3333333333333;NA;14;"Tuesday";"workDay"
"375";2022-10-04;87.5;NA;15;"Tuesday";"workDay"
"376";2022-10-04;86;NA;16;"Tuesday";"workDay"
"377";2022-10-04;95.6666666666667;NA;17;"Tuesday";"workDay"
"378";2022-10-04;58.6666666666667;NA;18;"Tuesday";"workDay"
"379";2022-10-04;64;NA;19;"Tuesday";"workDay"
"380";2022-10-04;67.8333333333333;1.17;20;"Tuesday";"workDay"
"381";2022-10-04;78.4166666666667;NA;21;"Tuesday";"workDay"
"382";2022-10-04;90.6666666666667;0.335;22;"Tuesday";"workDay"
"383";2022-10-04;79;NA;23;"Tuesday";"workDay"
"384";2022-10-05;NA;0.402;0;"Wednesday";"workDay"
"385";2022-10-05;72.25;NA;1;"Wednesday";"workDay"
"386";2022-10-05;73.75;0.312;2;"Wednesday";"workDay"
"387";2022-10-05;78.1666666666667;0.31;3;"Wednesday";"workDay"
"388";2022-10-05;65.3333333333333;0.715;4;"Wednesday";"workDay"
"389";2022-10-05;82.25;1.109;5;"Wednesday";"workDay"
"390";2022-10-05;70.8333333333333;1.157;6;"Wednesday";"workDay"
"391";2022-10-05;57.5833333333333;0.78;7;"Wednesday";"workDay"
"392";2022-10-05;65.4166666666667;0.714;8;"Wednesday";"workDay"
"393";2022-10-05;49.5;0.408;9;"Wednesday";"workDay"
"394";2022-10-05;45.0833333333333;0.269;10;"Wednesday";"workDay"
"395";2022-10-05;41.8333333333333;0.029;11;"Wednesday";"workDay"
"396";2022-10-05;36.6666666666667;0.003;12;"Wednesday";"workDay"
"397";2022-10-05;37.25;0.093;13;"Wednesday";"workDay"
"398";2022-10-05;34.25;0.297;14;"Wednesday";"workDay"
"399";2022-10-05;33;0.191;15;"Wednesday";"workDay"
"400";2022-10-05;32.6666666666667;0.15;16;"Wednesday";"workDay"
"401";2022-10-05;33.1666666666667;0.119;17;"Wednesday";"workDay"
"402";2022-10-05;31.8333333333333;0.082;18;"Wednesday";"workDay"
"403";2022-10-05;33.6666666666667;0.126;19;"Wednesday";"workDay"
"404";2022-10-05;37;0.15;20;"Wednesday";"workDay"
"405";2022-10-05;38.25;0.014;21;"Wednesday";"workDay"
"406";2022-10-05;37.0833333333333;0.007;22;"Wednesday";"workDay"
"407";2022-10-05;45.1666666666667;0.003;23;"Wednesday";"workDay"
"408";2022-10-06;NA;NA;0;"Thursday";"workDay"
"409";2022-10-06;47.9166666666667;0.001;1;"Thursday";"workDay"
